name,price,status,shipping,free_returns,items_sold
Macbook Pro 13 Inch Touch Bar 3.5GHz Turbo i5 A1706 Monterey FREE 1 Yr Warranty,43900,Pre-Owned,,True,
"Apple Macbook Pro 16"" Core i9-9980HK 64GB RAM 1TB MVVM2LL/A AMD Radeon Pro 5600M",77699,Very Good - Refurbished,,True,
"New ListingM1 MacBook Air, Gray, Model A2337,  16GB/1TB",24999,Pre-Owned,,False,
Apple MacBook Air 13 Core i5 8GB 256GB Silver 2017 - Used Very Good,14499,Pre-Owned,,True,
"Apple MacBook Pro 13"" 1TB SSD 16GB RAM i5 2.5Ghz Pre-Retina -Warranty",24402,Pre-Owned,,True,
Apple MacBook Pro 16 Core i9 64GB 512GB Gray 2019 - Used Very Good,53999,Pre-Owned,,True,
"Apple MacBook Pro 15"" | 2.8 i7 16GB 512GB SSD - Fair - 1 Year Warranty",22900,Pre-Owned,,False,
"Apple MacBook Air 13"" A1466 2017 Intel i5 1.80GHz 8GB RAM 128GB SSD macOS 12 C-G",12999,Good - Refurbished,,True,
"Apple MacBook Pro 16"" (2021) Silver A2485 M1 Pro 16GB RAM 512GB B-Grade",89999,Pre-Owned,,True,
MacBook Pro 13 Silver 2017 2.3 GHz Intel Core i5 8GB 256GB SSD Good Condition,21999,Good - Refurbished,,True,
Apple 13.6 MacBook Air M2 Chip 24GB RAM 1TB SSD Midnight MLY33LL/A Very Good,113995,Very Good - Refurbished,,True,
Apple 14.2 MacBook Pro M2 Max 96GB RAM 4TB SSD 2023 Space Gray MPHG3LL/A Very,258994,Very Good - Refurbished,,True,
Apple MacBook Pro 13.3” 2.5GHz intel Core i5 8GB RAM 256GB SSD MacOS High Sierra,23500,Pre-Owned,,True,
New ListingApple MacBook Air 13-inch 2024 M3 / 8GB RAM / 256GB SSD / 8-Core GPU / Midnight,79900,Open Box,1507,False,
New Listing2020 MacBook Pro W/ Magic Touchbar,28000,Pre-Owned,2115,False,
"Apple Macbook Air 13"" 2015 | i5 8GB RAM 512GB SSD | Monterey + 2 Year Warranty",14155,Pre-Owned,,True,
"Apple Macbook Air 13.6"" M2 Chip 8GB RAM 256GB SSD Midnight MLY33LL/A 2022 Model",62900,Very Good - Refurbished,,True,
Apple MacBook Pro 13 Inch 2.5ghz 8GB Ram 500gb A 1278 10.15 Catalina + Charger,10500,Pre-Owned,,True,
"Apple Macbook Pro 15"" Retina - i7 16GB 256GB SSD - Big Sur - Warranty Grade C",19900,Pre-Owned,,False,
MacBook White Unibody 13.3” 2.6GHz core 2 Duo 8GB RAM 256GB SSD,19900,Pre-Owned,,True,
"Apple MACBOOK PRO 15"" 16GB i7 3.4Ghz - RETINA 1TB SSD Monterey - 1 Year Warranty",40850,Pre-Owned,,True,
EXCELLENT Apple MacBook Pro 13 RETINA INTEL CORE i5 TURBO 8GB RAM 256GB SSD,29302,Very Good - Refurbished,,True,
"2018 Apple MacBook Air A1932 1.6 GHz Core i5 13"" 8GB RAM 256GB SSD, Silver, Good",25499,Good - Refurbished,,True,
New ListingNO BOOT - Apple MacBook Pro  13” 2017 i5 2.3GHz 16GB 256GB SSD,10000,Parts Only,905,False,
"Apple Macbook Pro 15"" Laptop - Quad Core i7 + 16GB + 256GB to 1TB SSD - Monterey",23900,Pre-Owned,,True,
"Apple MacBook Air A2337 (Late 2020) Laptop 13"" M1 CPU 16GB RAM 256 SSD Gray",49999,Pre-Owned,,True,
Apple MacBook Pro (2019) Laptop Intel Core i7-9750H 32GB 1TB SSD macOS MVVL2LL/A,60553,Excellent - Refurbished,,True,
New ListingApple 2019 MacBook Air i5 1.60GHz 16GB RAM 512GB SSD - Excellent,22500,Pre-Owned,1998,False,
Apple MacBook Pro 13.3'' intel Core i5 2.5GHz 16GB RAM 500GB SSD W/Cover  Turbo,27500,Pre-Owned,,False,
"Apple Macbook Core M3 1.2GHz 8GB RAM 256GB SSD 12"" MNYF2LL/A (2017), Gray, Good",21999,Good - Refurbished,,True,
"2017 Apple MacBook Air 13"" i5 1.8GHz 8GB RAM 512GB SSD -WARRANTY",38808,Open Box,,True,
"Apple MacBook Pro 15"" Retina 2.2GHz Intel Core i7 16GB RAM 256GB SSD 2014, Good",21999,Good - Refurbished,,True,
"Apple 2020 MacBook Pro 13"" M1 3.2GHz (8-Core GPU) 8GB RAM 512GB SSD - Fair",49999,Good - Refurbished,,True,
APPLE MACBOOK AIR 2013 INTEL I5-4TH GEN 1.30GHz 4GB RAM 128GB SSD macOS BIG SUR.,7998,Pre-Owned,,True,
"Apple Macbook Air 13"" Laptop - i5 8GB RAM 256GB SSD - MacOS Big Sur - Warranty",13205,Pre-Owned,,True,
"13"" Apple MacBook Air 2012 | 1.8 i5 8GB 128GB SSD Catalina + Good + Warranty",10400,Good - Refurbished,,True,
MacBook Pro 16 inch 2021 | M1 Pro 10 CPU | 16 GPU | 32GB RAM 512GB SSD Gray | ,93900,Pre-Owned,,True,
New Listing2021 MacBook Pro  With M1 Chip  (13.3 Inch)  16GB  1TB SSD,59999,Open Box,2010,True,
Apple MacBook Pro 13” 2.5ghz Core i5 16GB Ram 1000GB HDD A1278 OS 10.15 Catalina,11500,Pre-Owned,,True,
Apple MacBook Air A1932 Intel Core i5-8210Y @ 1.6GHz 8GB RAM 128GB SSD,24900,Pre-Owned,,False,
"Macbook Pro 15,1 A1990 Intel Core I7-9750H 16GB RAM 256GB SSD #0855",18000,Parts Only,2514,False,
"Apple Macbook M1 Pro 16"" 2021 10-core CPU 16-core GPU 1TB SSD 16GB Ram Silver",107999,Excellent - Refurbished,,True,
Apple MacBook Pro 14 2023 M3 Max 14-Core 30-Core GPU 36GB 1TB Space Black,209998,Excellent - Refurbished,,True,
"15"" MacBook Pro 2017 3.1 i7 16GB RAM 512GB SSD 560 + BAD TOUCH BAR, LCD STAINS",22900,Pre-Owned,,True,
"New ListingApple MacBook Air A1466 13"" Laptop  (Mid 2013)",8000,Pre-Owned,1322,False,
New ListingMacBook Pro i5 2.0GHz 13” (Late 2016) 256GB SSD Read Bio,9995,Parts Only,1066,False,
New ListingApple MacBook Pro 13.3'' Laptop - MNQF2LL/A - Space Gray (2016),17000,Pre-Owned,1835,False,
"New ListingMacBook Pro (16-inch, 2019) I9 @2.4GHZ 64GB RAM, 2TB SSD READ PLEASE",40000,Parts Only,,False,
"New ListingExcellent Apple 15 inch Macbook Pro  Laptop , i7 16GB RAM, 500 SSD WOW!!!",23500,Pre-Owned,1500,False,
2017  Apple MacBook Air 13 inch / Dual Core i5/ 8GB / 128GB SSD. MacOS Monterey,15900,Pre-Owned,,True,
New ListingApple MacBook Pro 16” 2019 - i7 | 16GB | 512GB | Radeon Pro 5300M - Excellent,36999,Pre-Owned,1599,False,
"New ListingApple MacBook Air 13.3"" (256GB SSD i3 10th Gen. 3.20 GHz 8GB) Early 2020",22000,Pre-Owned,1321,False,
"New ListingApple MacBook Air 13.3""(128GB SSD, Intel Core i5 8th Gen, 1.6GHz, 8GB RAM)...",25900,Pre-Owned,,False,
Apple 14.2 MacBook Pro M2 Max 32GB RAM 1TB SSD 2023 Silver MPHK3LL/A Good,165495,Good - Refurbished,,True,
"Apple MacBook Pro A1708 13.3"" i5-7360U 8GB RAM 256GB SSD Space Gray",23275,Pre-Owned,,True,
MacBook Pro 16 Space Gray 2021 3.2 GHz M1 Pro 10-Core CPU 16-Core GPU 32GB 512GB,99999,Very Good - Refurbished,,True,
"2020 Apple Macbook Air 13.3-Inch i3-i7, 8GB-16GB, 128GB-2TB, All Colors",34900,Good - Refurbished,,True,
Apple Macbook Pro 16'' Retina Core i9 2.4GHz 64GB RAM 1TB SSD A2141 Silver 2019,70800,Very Good - Refurbished,,True,
"Apple MacBook Pro 2017 Intel Core i5, 8GB RAM 128GB SSD, Silver, MPXR2LL/A, Good",20599,Good - Refurbished,,True,
New Listing2020 MacBook Pro W/ Magic Touchbar,28000,Pre-Owned,2115,False,
APPLE MACBOOK PRO A1278 4GB/8GB RAM 250GB SATA SSD HIGH SIERRA W/CHARGER *READ,4999,Pre-Owned,1499,True,
"2020 Apple MacBook Air 13 1.1GHz Core i5 16GB 256GB SSD Gray MVH22LL/A, Good",45000,Good - Refurbished,,True,
New Listing2019 Apple MacBook Pro 16” 2.3 GHz 16GB 1TB A2141,40000,Pre-Owned,1500,False,
"Apple MacBook Pro 15"" 2019 Gray - i7 2.6GHz 32GB RAM 512GB SSD - Very Good",41999,Very Good - Refurbished,,True,
New ListingMAC Book Pro 13 Inch,80000,Pre-Owned,1390,False,
"MAXED!! Apple MacBook Pro Retina 13"" + LOADED! + TouchBar + 2023 OS + EXTRAS!",64125,Pre-Owned,,True,
Apple MacBook Pro 13” 2019 - 500GB SSD | 16GB RAM | Intel i5 2.4GHz,27900,Pre-Owned,,False,
13 Apple Macbook Pro Core Turbo i7 4GHz 512GB SSD 16GB A1706 TouchBar Warranty,49900,Pre-Owned,,True,
"Apple MacBook Pro 15.4-Inch Intel Core i9, 32GB RAM, 2TB SSD, Space Gray",59900,Good - Refurbished,,True,
"Apple MacBook Pro 15.4"" (512GB SSD, Intel Core i7, 2.5GHz, 16GB), Silver, Good",24699,Good - Refurbished,,True,
"Apple MacBook Air 11"" A1465 2015  Core i5 1.6GHz/256GB SSD/8GB/macOS Monterey",12500,Pre-Owned,2201,False,
"Apple MacBook Pro 13"" | 2015 3.1 i7 16GB 256GB SSD MF843LL/A Refurbished - Good",22900,Good - Refurbished,,True,
"Apple Macbook Pro A1990 MR932LL/A 15"" i7-8750H 16GB 256GB SSD Sonoma 14.6 Read",28349,Pre-Owned,,True,
Apple MacBook Pro A2141 i7-9750H 32GB 512GB SSD Mac OS Sonoma (2019),34999,Pre-Owned,,True,
"Apple Macbook Air 13.6"" M2 Chip 8GB RAM 256GB SSD Midnight MLY33LL/A 2022 Model",62900,Very Good - Refurbished,,True,
Apple MacBook Pro 16 2021 M1 Pro 3.2 GHz 10-Core CPU 16-Core GPU 32GB 512GB Gray,98499,Good - Refurbished,,True,
Deal! MacBook Air 13-inch 2017 8GB/256 SSD/Core i5 macOS Monterey 12 + WARRANTY,16900,Pre-Owned,,False,
Apple MacBook Air 13 Core i5 8GB 256GB Silver 2015 - Used Good,10599,Pre-Owned,,True,
"Apple MacBook Air 13 in 2015 Silver/Intel Core i5 1.60 GHz, 128 GB 4 GB Intel HD",9000,Pre-Owned,,False,
"Apple MacBook Air A1466 13.3"" Intel I5 CPU 8GB RAM 250 SSD",18999,Pre-Owned,,True,
Apple 14.2 MacBook Pro M3 Pro 12C CPU 18C GPU 36GB RAM 2TB SSD Space Black,206494,Brand New,,True,
"Apple Macbook Pro 13"" Laptop - i5 2.5GHZ 8GB 256GB SSD - OS Catalina + Warranty",13900,Pre-Owned,,True,
MacBook Pro 13 2020 Touch Bar 2.0 GHz Intel i5 16GB 512GB Space Gray,41999,Very Good - Refurbished,,True,
"New ListingApple MacBook Pro A2442 14"" 2021 EMC 3650 SCREEN AND PARTS",40000,Parts Only,1500,False,
"Apple MacBook Pro 2015 13.3"" (i5-5257u, 8GB RAM, 256GB SSD, MF839LL/A), Good",16999,Good - Refurbished,,True,
"Apple MacBook Pro 15"" i7 Retina 1TB SSD 16GB 3.7Ghz Monterey -  Warranty",43904,Pre-Owned,,True,
"New ListingMacBook Air A1466, 1.8 GHz Core i5, 8 GB Ram, 128 GB SSD, MQD32LL/A (2017)",13900,Pre-Owned,1000,True,
MacBook Air 15-inch 2024 M3 / 16GB RAM / 512GB SSD / 10-Core GPU / Midnight,109900,Open Box,,True,
"Apple MacBook Pro 16"" Apple M4 Pro chip 24GB RAM 512GB SSD Space Black MX2X3LL/A",189999,Open Box,,True,
Apple MacBook Air 13 M1 2020 256GB 512GB 1TB All Colors 8GB 16GB RAM - Very Good,60999,Very Good - Refurbished,,True,
EXCELLENT Apple MacBook Air 13 PRE-RETINA INTEL CORE i7 8GB RAM 512GB SSD,33908,Very Good - Refurbished,,True,
"New ListingApple MacBook Air A2179 (2020) Laptop 13"" i5 1.1Ghz CPU 16GB RAM 256 SSD",43500,Pre-Owned,1390,False,
"Apple MacBook Air 13"" M3 chip 16GB RAM 256GB SSD Silver MC8H4LL/A 2024 Model",79900,Open Box,,True,
"New ListingMacBook Pro M1 8-Core CPU and 8-Core GPU 13"" (Late 2020) 256GB SSD    READ",35000,Parts Only,1619,False,
"Apple 2023 MacBook Pro Laptop M3 chip with 8‑core CPU, 10‑core GPU: 14.2-inch",101495,Certified - Refurbished,,True,
"Apple MacBook Air 11"" 2013  A1465 Core i5 1.3GHZ 4GB RAM 128GB SSD Catalina",8499,Pre-Owned,,False,
"Apple MacBook Air 15"" M3 chip 8GB Ram 256GB SSD Midnight MRYU3LL/A 2024 Model",84900,Open Box,,True,
"Apple MacBook Pro 15"" Touch Bar 256GB SSD 16GB i7 Ventura Space Gray - Warranty",49900,Pre-Owned,,True,
APPLE MACBOOK PRO 16 INCH - MAXED 64GB RAM - 8C 5.0GHz / NEWEST OS,75000,Very Good - Refurbished,,True,
MacBook Pro 16 2023 M2 Pro 12-Core / 19-Core GPU 32GB 512GB 3.49 GHz Space Gray,147999,Excellent - Refurbished,,True,
"Apple A2251 MacBook Pro 13"" Core i7 @2.30Hz 16GB RAM 512GB SSD - See Desc...",33400,Pre-Owned,,False,
